qid,rouge-2-python,rouge-2-perl,rouge-L-python,rouge-L-perl,rouge-SU4-perl
56b39f148525abca1e000004,0.0,0.0,0.08994754358972568,0.13889,0.06
56b39f148525abca1e000004,0.0,0.0,0.02086136711757273,0.03448,0.01265
56b3a3ce8525abca1e000005,0.0,0.0,0.06441631504901946,0.10527,0.0
56b3a3ce8525abca1e000005,0.0,0.0,0.061402416240976365,0.1111,0.0
56b3a3ce8525abca1e000005,0.0,0.0,0.03946333181507231,0.0,0.0
56b3a3ce8525abca1e000005,0.0,0.0,0.03454676278781765,0.0,0.0
56b3a3ce8525abca1e000005,0.22641509083659667,0.0,0.16456998349808447,0.0,0.0
56b3a3ce8525abca1e000005,0.0,0.0,0.03946333181507231,0.0,0.0
55152c0a46478f2f2c000004,0.639999995648,0.41085,0.5136245455093873,0.41913,0.3965
55152c0a46478f2f2c000004,0.1932367124292282,0.11079,0.13971828534369451,0.18103,0.11404
55152c0a46478f2f2c000004,0.2543859613911973,0.10301,0.20119133679814596,0.18858,0.12319
55152c0a46478f2f2c000004,0.5130890014210137,0.28682,0.3378181541181826,0.34387,0.28827
55152c0a46478f2f2c000004,0.5151515113269055,0.30167,0.3643134113404681,0.33058,0.28265
55152c0a46478f2f2c000004,0.6666666622222223,0.40776,0.5471997524857787,0.42408,0.4018
55152c0a46478f2f2c000004,0.13684210389806098,0.05658,0.21213208901616637,0.09492,0.0542
55152c0a46478f2f2c000004,0.1941747547931002,0.11079,0.1413029886208347,0.18103,0.11404
55152c0a46478f2f2c000004,0.9166666616666667,0.20134,0.9230769230764233,0.21452,0.17837
55152c0a46478f2f2c000004,0.47999999500800006,0.12416,0.6648451730414725,0.16171,0.10702
55152c0a46478f2f2c000004,0.28155339556979925,0.12041,0.16687342584090967,0.18814,0.12443
55152c0a46478f2f2c000004,0.32478632206589236,0.1775,0.4464058056290482,0.20593,0.16278
55152c0a46478f2f2c000004,0.41860464785289353,0.25472,0.2813773062474694,0.27244,0.24273
55152c0a46478f2f2c000004,0.999999995,0.20134,0.9999999999995,0.21452,0.17837
55152c0a46478f2f2c000004,0.010204079800083627,0.01585,0.15971373712687462,0.10609,0.03961
55152c0a46478f2f2c000004,0.11764705425605555,0.0624,0.24296853244224498,0.1321,0.0646
55152c0a46478f2f2c000004,0.0,0.01611,0.18420724872322825,0.10777,0.04357
55152c0a46478f2f2c000004,0.06060605630445903,0.0554,0.13971828534369451,0.13793,0.08018
55152c0a46478f2f2c000004,0.15789473252077574,0.07758,0.23677999088998222,0.15015,0.08636
5144bc8fd24251bc0500000e,0.0,0.0,0.0,0.0,0.0
5144bc8fd24251bc0500000e,0.0,0.0,0.08662961752165839,0.08511,0.032
5144bc8fd24251bc0500000e,0.0,0.0,0.051243790636669694,0.06667,0.01181
5144bc8fd24251bc0500000e,0.0,0.0,0.09068367563335165,0.1,0.02439
5144bc8fd24251bc0500000e,0.0,0.0,0.0,0.0,0.0
5144bc8fd24251bc0500000e,0.0,0.0,0.049103942651899234,0.06666,0.01351
5144bc8fd24251bc0500000e,0.0,0.0,0.04930580802381891,0.05797,0.01047
5144bc8fd24251bc0500000e,0.030303026078972124,0.05797,0.11497855493245797,0.14084,0.04568
5144bc8fd24251bc0500000e,0.0,0.0,0.0,0.0,0.0
5144bc8fd24251bc0500000e,0.0,0.0,0.0638603964650371,0.07017,0.02581
5144bc8fd24251bc0500000e,0.0,0.0,0.05583538741832398,0.05634,0.02031
5144bc8fd24251bc0500000e,0.0,0.0,0.05018990775839906,0.05263,0.0102
532f3e08d6d3ac6a34000034,0.0,0.17392,0.06336517839693202,0.16,0.08475
532f3e08d6d3ac6a34000034,0.33846153475029583,0.36923,0.3005549867989583,0.44776,0.31892
532f3e08d6d3ac6a34000034,0.874999995,0.91429,0.8823529411759705,0.91892,0.90526
532f3e08d6d3ac6a34000034,0.09090908694214893,0.08695,0.1929223744287312,0.24,0.0678
532f3e08d6d3ac6a34000034,0.0999999968000001,0.2,0.12465263993614467,0.18182,0.09901
532f3e08d6d3ac6a34000034,0.0999999968000001,0.18182,0.12465263993614467,0.16667,0.10715
532f3e08d6d3ac6a34000034,0.19999999502222232,0.19355,0.2480694980688898,0.24242,0.09639
532f3e08d6d3ac6a34000034,0.0784313682429837,0.07018,0.15367759700604047,0.16949,0.0559
514a0f4ad24251bc05000053,0.0,0.17391,0.05952380952390901,0.23999,0.13559
514a0f4ad24251bc05000053,0.0,0.33333,0.0,0.42857,0.19231
514a0f4ad24251bc05000053,0.0,0.0,0.0,0.28571,0.07692
514a0f4ad24251bc05000053,0.0,0.44444,0.0,0.54545,0.29412
514a0f4ad24251bc05000053,0.0,0.5,0.0,0.6,0.34483
514a0f4ad24251bc05000053,0.0,0.30769,0.0,0.4,0.20689
514a0f4ad24251bc05000053,0.0,0.25,0.0,0.6,0.48276
514a0f4ad24251bc05000053,0.0,0.57143,0.0,0.66667,0.4
514a0f4ad24251bc05000053,0.0,0.15385,0.053067185978669947,0.21428,0.11765
514a0f4ad24251bc05000053,0.0,0.57143,0.17857142857103825,0.66667,0.4
514a0f4ad24251bc05000053,0.0,0.57143,0.0,0.66667,0.4
514a0f4ad24251bc05000053,0.0,0.15385,0.0,0.4,0.24138
514a0f4ad24251bc05000053,0.0,0.22222,0.0,0.54545,0.41176
514a0f4ad24251bc05000053,0.0,0.21053,0.07837837837847869,0.28571,0.17022
514a0f4ad24251bc05000053,0.0,0.25,0.0,0.4,0.2069
514a0f4ad24251bc05000053,0.0,0.125,0.0,0.33333,0.15789
514a0f4ad24251bc05000053,0.0,0.57143,0.17857142857103825,0.66667,0.4
514a0f4ad24251bc05000053,0.0,0.57143,0.0,0.66667,0.4
514a0f4ad24251bc05000053,0.0,0.44444,0.0,0.72727,0.52941
52fc94572059c6d71c000070,0.6206896507669442,0.59843,0.4781936576837974,0.61069,0.56786
52fc94572059c6d71c000070,0.7428571381877552,0.55319,0.6422845853636198,0.6069,0.54839
52fc94572059c6d71c000070,0.17647058366782017,0.18705,0.2032358221977651,0.27972,0.1864
52fc94572059c6d71c000070,0.16666666211666678,0.15267,0.20202020201960946,0.23703,0.14745
52fc94572059c6d71c000070,0.057142852208163696,0.07843,0.1651831711498515,0.19109,0.11162
52fc94572059c6d71c000070,0.0,0.0,0.09515489969669956,0.09396,0.03132
52fc94572059c6d71c000070,0.07272726860165313,0.06611,0.11486536197720594,0.16,0.04665
52fc94572059c6d71c000070,0.0,0.03419,0.09760724488718868,0.19835,0.08761
56c4a217b04e159d0e000001,0.025974021501097077,0.04938,0.1049477930707854,0.16867,0.08154
56c4a217b04e159d0e000001,0.0,0.03921,0.0789952904232305,0.1132,0.05594
56c4a217b04e159d0e000001,0.04255318654594897,0.08511,0.15996834921302044,0.2449,0.10687
56c4a217b04e159d0e000001,0.04545454061983523,0.09091,0.12320096450838773,0.2174,0.08196
56c4a217b04e159d0e000001,0.033333328422222946,0.03175,0.12210012209993513,0.15385,0.05028
56c4a217b04e159d0e000001,0.033333328422222946,0.03333,0.1561750695352549,0.16129,0.07059
56c4a217b04e159d0e000001,0.0,0.03448,0.06684333949750249,0.13333,0.03659
56c4a217b04e159d0e000001,0.0,0.0,0.09586858121256235,0.12698,0.01734
56c4a217b04e159d0e000001,0.09999999508888915,0.09524,0.17896951774324352,0.18461,0.08938
56c4a217b04e159d0e000001,0.06249999517578163,0.06154,0.16698732120015514,0.1791,0.1027
56c4a217b04e159d0e000001,0.0,0.03509,0.09805825242690437,0.16949,0.04348
56c4a217b04e159d0e000001,0.05633802352707835,0.08333,0.09515327190583865,0.10811,0.05339
56c4a217b04e159d0e000001,0.312499996953125,0.375,0.2330969739335937,0.41177,0.30232
56c4a217b04e159d0e000001,0.07017543363496495,0.10169,0.13368667899531952,0.16394,0.05988
56c4a217b04e159d0e000001,0.04166666170138949,0.04,0.0789952904232305,0.07692,0.03571
56c4a217b04e159d0e000001,0.0,0.0,0.07688828584326488,0.18182,0.03615
535d59349a4572de6f000009,0.18181817685950424,0.5,0.30411449016037423,0.6,0.32258
535d59349a4572de6f000009,0.1538461488757398,0.0,0.3964912280698199,0.16667,0.04652
535d59349a4572de6f000009,0.0,0.0,0.15811965811896683,0.0,0.0
535d59349a4572de6f000009,0.0,0.0,0.05102040816336479,0.07999,0.01653
51651e24298dcd4e51000054,0.0,0.07018,0.11966126656856604,0.23729,0.12423
51651e24298dcd4e51000054,0.0,0.05556,0.13888888888896295,0.21053,0.13266
51651e24298dcd4e51000054,0.060606056161616496,0.05883,0.19373875494788406,0.22222,0.1413
51651e24298dcd4e51000054,0.0,0.03509,0.07007851119519574,0.1356,0.08074
51651e24298dcd4e51000054,0.0,0.0241,0.05250908950451525,0.09411,0.0544
51651e24298dcd4e51000054,0.0,0.03509,0.07007851119519574,0.1356,0.08074
51651e24298dcd4e51000054,0.0,0.11765,0.18571428571359508,0.31579,0.19512
51651e24298dcd4e51000054,0.13333332868888906,0.1875,0.33552631578946973,0.41176,0.2093
56bc8d65ac7ad1001900001a,0.07142856767857161,0.12904,0.09820788530476315,0.18182,0.07229
56bc8d65ac7ad1001900001a,0.0,0.0,0.03503925559763831,0.09302,0.0354
56bc8d65ac7ad1001900001a,0.0,0.06061,0.12273330384794859,0.22858,0.10113
56bc8d65ac7ad1001900001a,0.0,0.0,0.03503925559763831,0.10527,0.03062
56bc8d65ac7ad1001900001a,0.04545454277892578,0.0851,0.05445616062406606,0.12245,0.04581
56bc8d65ac7ad1001900001a,0.0,0.0,0.04464285714295663,0.05714,0.01123
56bc8d65ac7ad1001900001a,0.0,0.11111,0.10037981551802061,0.2,0.04545
56bc8d65ac7ad1001900001a,0.0,0.04878,0.06128189672500381,0.13954,0.06194
56bc8d65ac7ad1001900001a,0.0,0.0,0.03926714533309371,0.16216,0.03158
56bc8d65ac7ad1001900001a,0.0,0.10257,0.10511776679275318,0.29268,0.12149
56bc8d65ac7ad1001900001a,0.0,0.08333,0.19520737327197732,0.38462,0.12903
56bc8d65ac7ad1001900001a,0.0,0.09523,0.029709359946594203,0.09091,0.05173
56bc8d65ac7ad1001900001a,0.0,0.07547,0.04559293735067915,0.14546,0.04027
56bc8d65ac7ad1001900001a,0.0,0.10257,0.10511776679275318,0.29268,0.12149
56bc8d65ac7ad1001900001a,0.0,0.06666,0.09820788530476315,0.25,0.1
56bc8d65ac7ad1001900001a,0.0,0.08333,0.13013824884801417,0.38462,0.12903
56bc8d65ac7ad1001900001a,0.0,0.09523,0.029709359946594203,0.09091,0.05173
56bc8d65ac7ad1001900001a,0.0,0.07547,0.04559293735067915,0.14546,0.04027
56bc8d65ac7ad1001900001a,0.031249998051757936,0.08696,0.03443569655791653,0.08451,0.04061
56bc8d65ac7ad1001900001a,0.0,0.10257,0.10511776679275318,0.29268,0.12149
57089865cf1c32585100000c,0.7999999950222222,0.93333,0.8178887993547557,0.94118,0.91429
57089865cf1c32585100000c,0.051282048021039,0.05128,0.06597605755747904,0.14634,0.03739
57089865cf1c32585100000c,0.0,0.0,0.1223203026476393,0.15385,0.04256
57089865cf1c32585100000c,0.0,0.0,0.0,0.15385,0.04256
56c1d84cef6e394741000031,0.0888888839111114,0.45454,0.37989571042478937,0.73913,0.53278
56c1d84cef6e394741000031,0.0799999951280003,0.20408,0.22056948576269156,0.43137,0.27738
56c1d84cef6e394741000031,0.9767441810492159,1.0,0.976813499889969,1.0,1.0
56c1d84cef6e394741000031,0.999999995,1.0,0.9999999999995,1.0,1.0
56c1d84cef6e394741000031,0.17910447330808651,0.41791,0.282307309274927,0.55073,0.36649
56c1d84cef6e394741000031,0.17910447330808651,0.41791,0.282307309274927,0.55073,0.36649
56c1d84cef6e394741000031,0.0816326481632656,0.20408,0.22690298826934496,0.43137,0.27738
56c1d84cef6e394741000031,0.999999995,1.0,0.9999999999995,1.0,1.0
5713bf261174fb1755000011,0.0,0.0,0.03634085213042983,0.12766,0.04
5713bf261174fb1755000011,0.0,0.0,0.07231040564348366,0.06897,0.01408
5713bf261174fb1755000011,0.0,0.0,0.042019731538511615,0.1099,0.02724
5713bf261174fb1755000011,0.0,0.0,0.07974522292952096,0.07407,0.01539
5713bf261174fb1755000011,0.0,0.0,0.02309133489464297,0.05769,0.01689
5713bf261174fb1755000011,0.0,0.0,0.0,0.04878,0.0
5713bf261174fb1755000011,0.0,0.0,0.07960077896795913,0.10715,0.0329
5713bf261174fb1755000011,0.0,0.0,0.06868131868113174,0.12904,0.02598
5713bf261174fb1755000011,0.0,0.0,0.06190476190468354,0.12121,0.07229
5713bf261174fb1755000011,0.0,0.0,0.0,0.2,0.04545
5713bf261174fb1755000011,0.0,0.0,0.055921052631575055,0.06061,0.0241
5713bf261174fb1755000011,0.0,0.0,0.04247824285131385,0.1,0.01923
5713bf261174fb1755000011,0.0,0.0,0.057769038391880946,0.07843,0.03649
5713bf261174fb1755000011,0.0,0.0,0.023359503731785844,0.0635,0.01156
5713bf261174fb1755000011,0.0,0.0,0.0407734342161538,0.04762,0.00909
5713bf261174fb1755000011,0.0,0.0,0.06138600542574514,0.08163,0.01527
5713bf261174fb1755000011,0.0,0.0,0.05952380952390901,0.07843,0.03649
5713bf261174fb1755000011,0.0,0.0,0.08662961752148678,0.16,0.0339
5713bf261174fb1755000011,0.0,0.0,0.09319169483275434,0.08696,0.01887
5335b373d6d3ac6a34000050,0.18390804231470478,0.17022,0.17717298434957485,0.29167,0.15809
5335b373d6d3ac6a34000050,0.0,0.0198,0.08333333333283333,0.11651,0.04436
5335b373d6d3ac6a34000050,0.11627906619794495,0.10527,0.16176089974320065,0.22681,0.16
5335b373d6d3ac6a34000050,0.7339449493510648,0.72269,0.6675388103952734,0.7438,0.71758
5335b373d6d3ac6a34000050,0.299999995512,0.33333,0.3234356187948258,0.45454,0.31847
5335b373d6d3ac6a34000050,0.3207547122819509,0.35897,0.3260404958278675,0.40336,0.33138
5335b373d6d3ac6a34000050,0.061224485397751244,0.09346,0.15330473990927249,0.23853,0.1447
5335b373d6d3ac6a34000050,0.0,0.0,0.04308552584391897,0.08988,0.03586
5335b373d6d3ac6a34000050,0.31249999570312503,0.35849,0.3201799329588258,0.44444,0.32792
5335b373d6d3ac6a34000050,0.09917354876033083,0.0916,0.16543739883106587,0.19549,0.13838
5335b373d6d3ac6a34000050,0.44186046154678216,0.4421,0.29411072680609335,0.4536,0.42182
5335b373d6d3ac6a34000050,0.15053763028789466,0.15842,0.19631578947322073,0.27185,0.15017
5335b373d6d3ac6a34000050,0.21153845690088768,0.23424,0.29450928988972214,0.38938,0.24148
5335b373d6d3ac6a34000050,0.1590909053409092,0.18556,0.1630528132009826,0.26262,0.14235
5335b373d6d3ac6a34000050,0.04123710905303479,0.03774,0.09174022698559639,0.12963,0.0487
5335b373d6d3ac6a34000050,0.10309277915612729,0.09524,0.18348045397172505,0.2243,0.14426
54cf4a0ef693c3b16b00000c,0.0,0.0,0.060320870202765726,0.07143,0.01316
54cf4a0ef693c3b16b00000c,0.0,0.0,0.08677248677223148,0.08695,0.03279
54cf4a0ef693c3b16b00000c,0.04255318667270313,0.04166,0.11494643243065647,0.12,0.03732
54cf4a0ef693c3b16b00000c,0.0555555505709881,0.05555,0.10468478889472152,0.10526,0.03061
54cf4a0ef693c3b16b00000c,0.0,0.0,0.09213070858298071,0.09756,0.02804
54cf4a0ef693c3b16b00000c,0.0,0.0,0.07905982905969006,0.0851,0.048
54cf4a0ef693c3b16b00000c,0.03448275421522055,0.03226,0.13180976513018988,0.15625,0.0625
54cf4a0ef693c3b16b00000c,0.0,0.0,0.11494643243065647,0.12,0.04478
54cf4a0ef693c3b16b00000c,0.0,0.0,0.030160435101406875,0.0625,0.01136
54cf4a0ef693c3b16b00000c,0.04444443956543264,0.04348,0.12234945634487492,0.125,0.04687
54cf4a0ef693c3b16b00000c,0.0,0.0,0.14616766120110328,0.14634,0.06542
54cf4a0ef693c3b16b00000c,0.0,0.0,0.10671416402012161,0.1,0.02885
54cf4a0ef693c3b16b00000c,0.12244897484381526,0.12,0.2881109258817709,0.34615,0.17857
54cf4a0ef693c3b16b00000c,0.0,0.0,0.0,0.0,0.0
54cf4a0ef693c3b16b00000c,0.04347825602079449,0.04166,0.11858974358960458,0.12,0.03732
54cf4a0ef693c3b16b00000c,0.13043477775992457,0.12766,0.31623931623917717,0.36734,0.19084
54cf4a0ef693c3b16b00000c,0.04545454054752119,0.04444,0.12621207381899235,0.12766,0.048
513eec89bee46bd34c00000d,0.19607842846597462,0.20339,0.13216565066803632,0.22951,0.16168
513eec89bee46bd34c00000d,0.0350877154201297,0.03125,0.09136481991082997,0.12121,0.04396
513eec89bee46bd34c00000d,0.0,0.0,0.04594614479062558,0.11594,0.04189
513eec89bee46bd34c00000d,0.19047618603174613,0.25,0.23605483231254853,0.32432,0.17961
513eec89bee46bd34c00000d,0.02898550248267249,0.04939,0.07138938580732396,0.09638,0.03863
513eec89bee46bd34c00000d,0.23999999731200003,0.30508,0.15332083556487072,0.32787,0.26347
513eec89bee46bd34c00000d,0.1403508733148662,0.18462,0.13704722986644483,0.23881,0.14595
56f15c5a2ac5ed1459000012,0.0,0.0,0.16750616225489026,0.19355,0.05195
56f15c5a2ac5ed1459000012,0.0,0.0,0.018759018759073556,0.0303,0.00549
56f15c5a2ac5ed1459000012,0.14634145972635346,0.14634,0.16789348661261186,0.23256,0.0885
56f15c5a2ac5ed1459000012,0.0,0.12122,0.1444658467922021,0.28571,0.10112
56f15c5a2ac5ed1459000012,0.0,0.07692,0.04998740370471595,0.22222,0.06164
56f15c5a2ac5ed1459000012,0.0,0.12903,0.10101010101017507,0.24243,0.08433
56f15c5a2ac5ed1459000012,0.09999999500000027,0.2,0.18181818181768183,0.27273,0.12
56f15c5a2ac5ed1459000012,0.24999999513888896,0.25,0.36761580960459544,0.38461,0.16129
56f15c5a2ac5ed1459000012,0.07999999520000028,0.07692,0.13893495485524857,0.14286,0.07353
56f15c5a2ac5ed1459000012,0.0740740694101512,0.06667,0.12424961608263171,0.125,0.0375
56f15c5a2ac5ed1459000012,0.0,0.0851,0.06089671085382561,0.20408,0.05344
56f15c5a2ac5ed1459000012,0.0,0.07692,0.04998740370471595,0.22222,0.06164
56f15c5a2ac5ed1459000012,0.12903225369406884,0.12903,0.25252525252532654,0.30303,0.10844
56f15c5a2ac5ed1459000012,0.0,0.16667,0.2333742331285986,0.38461,0.14516
56bb54d3ac7ad10019000006,0.0,0.05,0.12874015747968748,0.14286,0.07272
56bb54d3ac7ad10019000006,0.09090908600206637,0.13333,0.16648656705228992,0.25532,0.176
56bb54d3ac7ad10019000006,0.04651162303948131,0.09302,0.16975649682763133,0.22223,0.07563
56bb54d3ac7ad10019000006,0.026666662222222963,0.04706,0.07322670137352812,0.13793,0.05715
56bb54d3ac7ad10019000006,0.0,0.0,0.19592783349845322,0.19608,0.10219
56bb54d3ac7ad10019000006,0.12499999500868073,0.12244,0.19936305732426723,0.23529,0.11679
56bb54d3ac7ad10019000006,0.12499999500868073,0.12244,0.19936305732426723,0.23529,0.11679
56bb54d3ac7ad10019000006,0.0,0.05,0.1282051282045356,0.14286,0.07272
56bb54d3ac7ad10019000006,0.0930232509464578,0.13333,0.16828276509159662,0.25532,0.176
56bb54d3ac7ad10019000006,0.11940298039652501,0.11429,0.2236317973155894,0.30555,0.11
56bb54d3ac7ad10019000006,0.12499999523925799,0.15152,0.1362474999132516,0.20588,0.17021
52b2e498f828ad283c000010,0.18867924158063376,0.22642,0.183339147422134,0.29091,0.20134
52b2e498f828ad283c000010,0.0,0.0,0.07458875879938304,0.14035,0.02581
52b2e498f828ad283c000010,0.1562499967626954,0.14925,0.15539798262266882,0.26087,0.18848
52b2e498f828ad283c000010,0.1785714250063776,0.17857,0.16972977891011357,0.27586,0.17721
52b2e498f828ad283c000010,0.0,0.05882,0.09724364563072968,0.16667,0.06522
52b2e498f828ad283c000010,0.0,0.04166,0.06040485829969962,0.12,0.05224
52b2e498f828ad283c000010,0.0,0.03922,0.027665436733744844,0.15094,0.02797
52b2e498f828ad283c000010,0.0,0.0,0.06334073396862998,0.18182,0.0241
52b2e498f828ad283c000010,0.0,0.0,0.07098190030797041,0.13334,0.04878
52b2e498f828ad283c000010,0.285714281044898,0.44445,0.29173093689221447,0.52632,0.37755
52b2e498f828ad283c000010,0.1764705851427336,0.17142,0.17992883713414884,0.27777,0.155
52b2e498f828ad283c000010,0.30769230324786334,0.35897,0.2887144959201594,0.43902,0.28038
5309fa5e970c65fa6b000003,0.10101009723497616,0.11539,0.15600914840831123,0.22641,0.1159
5309fa5e970c65fa6b000003,0.1276595711181531,0.125,0.12482905248754346,0.18367,0.11511
5309fa5e970c65fa6b000003,0.19354838210697206,0.20859,0.27566303871391135,0.29091,0.2025
5309fa5e970c65fa6b000003,0.05940593667679665,0.07619,0.15655373507315387,0.22429,0.09508
5309fa5e970c65fa6b000003,0.03960395647877698,0.07767,0.0853929464033399,0.13333,0.05686
5309fa5e970c65fa6b000003,0.0,0.0,0.02686610514069838,0.04395,0.00778
5309fa5e970c65fa6b000003,0.04494381742204285,0.04211,0.04084212046777493,0.08248,0.03636
5309fa5e970c65fa6b000003,0.10204081262807178,0.11881,0.09856335555756636,0.17475,0.11604
5309fa5e970c65fa6b000003,0.03478260410737301,0.06504,0.16165624561394357,0.192,0.10863
5309fa5e970c65fa6b000003,0.02061855308321883,0.06,0.05611307420458009,0.09804,0.04138
5503121de9bde69634000019,0.8620689605231867,0.88889,0.8980066445177101,0.94215,0.87613
5503121de9bde69634000019,0.8070175388734996,0.83478,0.8431092128397931,0.89075,0.79077
5503121de9bde69634000019,0.09523809115646274,0.12049,0.17662873577541396,0.29885,0.14847
5503121de9bde69634000019,0.9655172363852557,0.95652,0.9645256552227673,0.97479,0.96615
5503121de9bde69634000019,0.12048192309478897,0.10778,0.24845264478921184,0.26901,0.14137
5503121de9bde69634000019,0.11267605145804425,0.12414,0.3085143369502081,0.36242,0.20482
5503121de9bde69634000019,0.241379305350773,0.22764,0.36585455887725243,0.3937,0.2149
5503121de9bde69634000019,0.14285713877551035,0.19277,0.24728023008578037,0.32184,0.17031
5503121de9bde69634000019,0.18181817747933895,0.17977,0.2860761020316255,0.36559,0.21053
5503121de9bde69634000019,0.05633802328903038,0.10072,0.13116221757989832,0.16783,0.09572
5503121de9bde69634000019,0.031746026757370406,0.032,0.18049706878007832,0.18605,0.09296
5503121de9bde69634000019,0.17777777333333344,0.17582,0.28730781715641385,0.3579,0.20554
5503121de9bde69634000019,0.20689654673008337,0.17094,0.36585455887725243,0.34711,0.20846
5503121de9bde69634000019,0.0,0.02963,0.13926607563660504,0.17266,0.14545
5503121de9bde69634000019,0.11428570938775531,0.12414,0.314789322191995,0.36242,0.20482
5503121de9bde69634000019,0.06315789041551277,0.07804,0.18136219800707312,0.21053,0.09412
5503121de9bde69634000019,0.05714285224489839,0.10072,0.13382364859369408,0.16783,0.09572
5503121de9bde69634000019,0.07692307204142042,0.09709,0.17755851089115804,0.20561,0.07612
5503121de9bde69634000019,0.13953487950243387,0.1573,0.21337021668917822,0.25806,0.17004
5503121de9bde69634000019,0.04651162336398097,0.04571,0.16999617298130626,0.18995,0.07524
5503121de9bde69634000019,0.21621621314828346,0.19178,0.16912516912487846,0.31169,0.15577
5503121de9bde69634000019,0.0,0.02198,0.18009451360010226,0.23158,0.11463
5503121de9bde69634000019,0.08888888444444466,0.15384,0.14365390857790294,0.16842,0.14625
5503121de9bde69634000019,0.0,0.04959,0.06451612903175806,0.128,0.06414
5503121de9bde69634000019,0.20689654673008337,0.17094,0.36585455887725243,0.34711,0.20846
5503121de9bde69634000019,0.241379305350773,0.22764,0.36585455887725243,0.3937,0.2149
5503121de9bde69634000019,0.22727272293388434,0.17977,0.3218356147856507,0.36559,0.21053
5503121de9bde69634000019,0.08695651720226867,0.10989,0.18009451360010226,0.27368,0.11463
5503121de9bde69634000019,0.21621621314828346,0.19178,0.16912516912487846,0.31169,0.15577
5503121de9bde69634000019,0.13333332888888905,0.15384,0.14365390857790294,0.16842,0.14625
5503121de9bde69634000019,0.0,0.02963,0.13926607563660504,0.17266,0.14545
5503121de9bde69634000019,0.11594202407057362,0.12414,0.314789322191995,0.36242,0.20482
5503121de9bde69634000019,0.0,0.02198,0.18009451360010226,0.23158,0.11463
5503121de9bde69634000019,0.0,0.04959,0.06451612903175806,0.128,0.06414
5503121de9bde69634000019,0.035714280739796614,0.0354,0.10247806928830223,0.15384,0.05329
5503121de9bde69634000019,0.03636363140495936,0.0531,0.17079678214758184,0.22222,0.09717
5503121de9bde69634000019,0.10714285216836758,0.0885,0.269794948108332,0.2906,0.16301
5147c088d24251bc05000026,0.0,0.02898,0.08835052370605288,0.14085,0.04061
5147c088d24251bc05000026,0.0,0.0,0.05159279139692235,0.05607,0.00983
5147c088d24251bc05000026,0.0,0.07595,0.05255883315708579,0.09876,0.04846
5147c088d24251bc05000026,0.0,0.05,0.02665719023880705,0.07317,0.03478
5147c088d24251bc05000026,0.03846153406065139,0.2,0.11989023634535366,0.2258,0.12353
5147c088d24251bc05000026,0.08888888543209889,0.11765,0.14331332717725087,0.22641,0.13287
5147c088d24251bc05000026,0.11999999580000016,0.14286,0.1484045370686523,0.20689,0.08861
5147c088d24251bc05000026,0.0,0.16129,0.09062990286011774,0.21875,0.10227
5147c088d24251bc05000026,0.02409638066482897,0.06451,0.08810552623621312,0.14737,0.05576
5147c088d24251bc05000026,0.08163264897959203,0.14815,0.14751610276104654,0.25,0.10527
5147c088d24251bc05000026,0.0322580595993764,0.11765,0.1779216307410026,0.28571,0.12887
5147c088d24251bc05000026,0.0,0.09375,0.06017079573846761,0.15151,0.06044
5147c088d24251bc05000026,0.0,0.18182,0.05900644110412787,0.24561,0.10323
5147c088d24251bc05000026,0.04081632244898,0.18182,0.08850966165643408,0.24561,0.09678
5147c088d24251bc05000026,0.042553187686736424,0.18868,0.08730368968738138,0.25454,0.10067
5147c088d24251bc05000026,0.02941175971020846,0.20779,0.13693491866064544,0.22785,0.13574
5147c088d24251bc05000026,0.06451612411550506,0.25714,0.17670104741277715,0.30555,0.155
5147c088d24251bc05000026,0.0,0.14815,0.08792628799325768,0.25,0.11842
5147c088d24251bc05000026,0.02702702204163715,0.12346,0.07768658473787968,0.16868,0.07296
5147c088d24251bc05000026,0.024999995078125968,0.09091,0.07064714269277673,0.15556,0.07087
5147c088d24251bc05000026,0.0,0.0,0.05994511817238739,0.0678,0.01863
5147c088d24251bc05000026,0.03773584457102225,0.1,0.1809626106075239,0.29032,0.11177
5147c088d24251bc05000026,0.0,0.08451,0.11474329005823625,0.19178,0.06897
5147c088d24251bc05000026,0.03278688035474408,0.02941,0.08896081537016036,0.08571,0.02062
5147c088d24251bc05000026,0.0,0.0,0.05613793256720511,0.05263,0.01415
5147c088d24251bc05000026,0.0,0.10526,0.05967678076466661,0.16949,0.08074
5147c088d24251bc05000026,0.029850741278682057,0.10959,0.1419332486424299,0.21333,0.08612
5147c088d24251bc05000026,0.0312499950439461,0.08571,0.08765920183314146,0.13889,0.06
5147c088d24251bc05000026,0.06557376560064536,0.14926,0.11931301182824648,0.23188,0.11518
5147c088d24251bc05000026,0.054794515556390026,0.125,0.155373169476177,0.2439,0.11304
5147c088d24251bc05000026,0.05970148754733836,0.0548,0.14034483141887874,0.13333,0.03349
5147c088d24251bc05000026,0.028169009085499793,0.07595,0.10810810810760811,0.14815,0.06167
5147c088d24251bc05000026,0.029850741278682057,0.08108,0.08515994918521776,0.13158,0.06132
5147c088d24251bc05000026,0.0,0.10126,0.07883824973585131,0.19753,0.09691
5147c088d24251bc05000026,0.027397255282417873,0.07229,0.10511766631461682,0.14117,0.05858
5147c088d24251bc05000026,0.08333332938368075,0.15094,0.14654381332239602,0.25454,0.10739
