qid,oracle1Summary,oracle1SU4,oracle2Summary,oracle2SU4
54d6562c3706e8952800000b,"myotubularin family of phosphatases. MTMR2 is a member of the myotubularin family of inositol lipid phosphatases,  The myotubularin family of lipid phosphatases ",0.25974,myotubularin family of phosphatases. The myotubularins are a large family of inositol polyphosphate 3-phosphatases that The myotubularin family of lipid phosphatases ,0.32468
55435aeced966d112c000007,"The dinucleotide relative abundance profile can be regarded as a genomic signature because, despite diversity between species, it varies little between 50 kilobase or longer windows on a given genome. The profile is computed from the base step ""odds ratios"" that compare dinucleotide frequencies to those expected under the assumption of stochastic equilibrium (thorough shuffling).  The dinucleotide relative abundance profile can be regarded as a genomic signature because, despite diversity between species, it varies little between 50 kilobase or longer windows on a given genome.",0.568,"The profile is computed from the base step ""odds ratios"" that compare dinucleotide frequencies to those expected under the assumption of stochastic equilibrium (thorough shuffling).  Dinucleotide relative abundance extremes: a genomic signature. The dinucleotide relative abundance profile can be regarded as a genomic signature because, despite diversity between species, it varies little between 50 kilobase or longer windows on a given genome.",0.67054
515ddda6298dcd4e5100001f,"report a patient with dystonia secondary to bilateral lesions of the basal ganglia When benzhexol treatment alone fails in adults with severe disabling axial dystonia, or in children with life-threatening generalised dystonia, combined therapy with tetrabenazine, pimozide and benzhexol may give valuable symptomatic relief. We present 42 patients with tardive dystonia. The age of onset of dystonia was 13 to 60 years.",0.13709,"report a patient with dystonia secondary to bilateral lesions of the basal ganglia Pharmacological treatment with tetrabenazine, clonazepam and trihexiphenydile allowed a very limited improvement of dystonia; We present 42 patients with tardive dystonia. The age of onset of dystonia was 13 to 60 years.",0.14433
5344194daeec6fbd07000006,histone H2B-specific deubiquitinase and demonstrate that H2B deubiquitination by USP49 is required for efficient cotranscriptional splicing of a large set of exons. pre-mRNA splicing plays a critical role in histone H2B ubiquitination unanticipated functional link between histone H2B ubiquitination and pre-mRNA splicing,0.04285,H2B monoubiquitylation (H2BK123ub1) marks introns in Saccharomyces cerevisiae H2B ubiquitination by facilitating splicing pre-mRNA splicing plays a critical role in histone H2B ubiquitination,0.06493
56bc7d71ac7ad10019000018,Delamanid: a review of its use in patients with multidrug-resistant tuberculosis. Delamanid for multidrug-resistant pulmonary tuberculosis. This finding suggests that delamanid could enhance treatment options for multidrug-resistant tuberculosis. ,0.20192,Delamanid: a review of its use in patients with multidrug-resistant tuberculosis. Delamanid when other anti-tuberculosis-treatment regimens failed due to resistance or tolerability. Delamanid for multidrug-resistant pulmonary tuberculosis.,0.20192
5314c045dae131f847000007,"The Carotid Occlusion Surgery Study (COSS) was conducted to determine if superficial temporal artery-middle cerebral artery (STA-MCA) bypass, when added to the best medical therapy, would reduce subsequent ipsilateral stroke in patients with complete internal carotid artery (ICA) occlusion and an elevated oxygen extraction fraction (OEF) in the cerebral hemisphere distal to the occlusion. To test the hypothesis that extracranial-intracranial (EC-IC) bypass surgery, added to best medical therapy, reduces subsequent ipsilateral ischemic stroke in patients with recently symptomatic AICAO and hemodynamic cerebral ischemia.  The Carotid Occlusion Surgery Study (COSS) was a large, prospective clinical trial that examined whether superficial temporal artery-middle cerebral artery (STA-MCA) bypass, in addition to best medical therapy, reduced the risk of ipsilateral ischemic stroke in patients with carotid artery occlusion and hemodynamic cerebral ischemia.",0.57762,"The Carotid Occlusion Surgery Study (COSS) was conducted to determine if superficial temporal artery-middle cerebral artery (STA-MCA) bypass, when added to the best medical therapy, would reduce subsequent ipsilateral stroke in patients with complete internal carotid artery (ICA) occlusion and an elevated oxygen extraction fraction (OEF) in the cerebral hemisphere distal to the occlusion. Extracranial-intracranial bypass surgery for stroke prevention in hemodynamic cerebral ischemia: the Carotid Occlusion Surgery Study randomized trial. To test the hypothesis that extracranial-intracranial (EC-IC) bypass surgery, added to best medical therapy, reduces subsequent ipsilateral ischemic stroke in patients with recently symptomatic AICAO and hemodynamic cerebral ischemia. ",0.68522
51630226298dcd4e5100004d,This unequivocal identification of H2A forms illustrates the advantages of Top Down Mass Spectrometry and provides a global perspective of H2A regulation through the cell cycle. The modification of H3 in asynchronous HeLa cells was profiled using Top Down Mass Spectrometry. Targeted analysis and discovery of posttranslational modifications in proteins from methanogenic archaea by top-down MS.,0.1055,Top and Middle Down MS were utilized to identify the most commonly occurring combinatorially modified forms. This unequivocal identification of H2A forms illustrates the advantages of Top Down Mass Spectrometry and provides a global perspective of H2A regulation through the cell cycle. Targeted analysis and discovery of posttranslational modifications in proteins from methanogenic archaea by top-down MS.,0.1086
56d3346cf22319765a000008,Situs inversus totalis (SIT) represents a total vertical transposition of the thoracic and abdominal organs which are arranged in a mirror image reversal of the normal positioning. The patient had dextrocardia situs inversus totalis with a mirror-image reversal of the thoracic and abdominal organs. Situs inversus totalis is a rare congenital anomaly with a complete mirror image of the thoracic and abdominal organs. ,0.4206,"The patient had dextrocardia situs inversus totalis with a mirror-image reversal of the thoracic and abdominal organs. Situs inversus totalis is a rare congenital anomaly with a complete mirror image of the thoracic and abdominal organs.   Situs inversus totalis (SIT) is an uncommon congenital syndrome, which refers to a reversal mirror-image of the normal thoracoabdominal organs position.",0.44954
56cc947b5795f9a73e000033,Increasing SUMOylation levels correlated inversely with calcium influx in sensory neurons. CRMP2 deSUMOylation by SUMO proteases SENP1 and SENP2 normalized calcium influx to those in the CRMP2AAA mutant. Identification and characterization of a SUMO-1 conjugation system that modifies neuronal calcium/calmodulin-dependent protein kinase II in Drosophila melanogaster.,0.01315,"Increasing SUMOylation levels correlated inversely with calcium influx in sensory neurons. Thus, our results identify a novel role for SUMO modification in CRMP2/CaV2.2 signaling pathway Moreover, SUMO1 overexpression in isolated cardiomyocytes augmented contractility and accelerated Ca(2+) decay.",0.016
52b2e1d8f828ad283c00000c,"Metformin and glibenclamide are now increasingly viewed as a rational alternative to insulin therapy--a treatment both preferred by the women and a less expensive one, during pregnancy and breastfeeding. Potency of TFG in restoring several parameters to normal values is comparable to glibenclamide, though not as efficient as insulin, an indication of its antihyperglycemic and antioxidant effect. In mild NIDDM, gliclazide, tolbutamide or acetohexamide is used, and in more severe NIDDM glibenclamide is used.",0.23792,"Metformin and glibenclamide are now increasingly viewed as a rational alternative to insulin therapy--a treatment both preferred by the women and a less expensive one, during pregnancy and breastfeeding. Treatment with TFG, insulin and glibenclamide resulted in significantly reduced blood glucose in LM (8.71%) and HM (3.87%) in comparison with normal controls. In mild NIDDM, gliclazide, tolbutamide or acetohexamide is used, and in more severe NIDDM glibenclamide is used.",0.2423
55411d9f379ddf3f47000001,"the retrieval system for lumenal ER proteins. These proteins carry a specific sorting signal, typically the tetrapeptide KDEL, which is bound by a receptor in the Golgi apparatus. The carboxyl-terminal Lys-Asp-Glu-Leu (KDEL), or a closely-related sequence, is important for ER localization of both lumenal as well as type II membrane proteins. This sequence functions as a retrieval signal at post-ER compartment(s) retrieval of KDEL-containing proteins occurs at multiple post-ER compartments up to the TGN along the exocytotic pathway",0.45643,"the retrieval system for lumenal ER proteins. These proteins carry a specific sorting signal, typically the tetrapeptide KDEL, which is bound by a receptor in the Golgi apparatus. the KDEL receptor is concentrated in the intermediate compartment, as well as in the Golgi stack retrieval of KDEL-containing proteins occurs at multiple post-ER compartments up to the TGN along the exocytotic pathway",0.47317
515dd9a0298dcd4e5100001e,"Metformin has failed to gain wide acceptance as a first-line treatment option for women with anovulatory infertility related to polycystic ovary syndrome. This study aimed to ascertain factors that predict fertility success with treatment that included metformin compared to standard (non-metformin) treatment. METHODS: Randomised trial data analysis by logistic regression of factors likely to have a differential influence on the likelihood of success of metformin versus non-metformin treatment amongst women with ovulation dysfunction related to polycystic ovary syndrome. RESULTS: metformin versus those receiving placebo and those with lower BMI who received metformin were more likely to become pregnant than their lower BMI counterparts who received placebo (P=0.039). Pre-treatment with metformin prior to conventional IVF/ICSI in women with PCOS does not improve stimulation or clinical outcome. However, among normal weight PCOS women, pre-treatment with metformin tends to improve pregnancy rates. We show in a large randomized placebo-controlled trial that metformin treatment improves ovulation frequency in women with abnormal ovarian function and polycystic ovaries significantly but to a modest degree, and protracted treatment improves cardiovascular risk factors. These data support a beneficial effect of metformin in improving ovarian function in women with oligomenorrhea and polycystic ovaries.",0.34131,"Pre-treatment with metformin prior to conventional IVF/ICSI in women with PCOS does not improve stimulation or clinical outcome. However, among normal weight PCOS women, pre-treatment with metformin tends to improve pregnancy rates. double-blind, placebo-controlled approach with detailed assessment of ovarian activity studies evaluating metformin treatment in women with clomiphene citrate (CC)-resistant polycystic ovaries (PCO)",0.49863
5505eed08e1671127b000006,"Trypsin is an endoprotease commonly used for sample preparation in proteomics experiments Getting intimate with trypsin, the leading protease in proteomics.  in-gel digested with trypsin, chymotrypsin, Asp-N, or trypsin plus Asp-N in triplicate. ",0.16783," Asp-N to trypsin  chymotrypsin/trypsin digestion Getting intimate with trypsin, the leading protease in proteomics.",0.21687
55451e53bf90a13052000003,"Transcription coupled nucleotide excision repair (TC-NER) is involved in correcting UV-induced damage and other road-blocks encountered in the transcribed strand. Mutation frequency decline (Mfd) is a transcription repair coupling factor, involved in repair of template strand during transcription. NusA participates in an alternative class of TCR involved in the identification and removal of a class of lesion, such as the N(2)-f-dG lesion Bacterial transcription-coupled repair is initiated when RNA polymerase stalled at a DNA lesion is removed by Mfd, an ATP-dependent DNA translocase.",0.6208,"Transcription coupled nucleotide excision repair (TC-NER) is involved in correcting UV-induced damage and other road-blocks encountered in the transcribed strand. Mutation frequency decline (Mfd) is a transcription repair coupling factor, involved in repair of template strand during transcription. NusA participates in an alternative class of TCR involved in the identification and removal of a class of lesion, such as the N(2)-f-dG lesion Bacterial transcription-coupled repair is initiated when RNA polymerase stalled at a DNA lesion is removed by Mfd, an ATP-dependent DNA translocase.",0.6208
54f4914bd0d681a040000001,"Anxiety disorders are prevalent and associated with an increase in morbidity and mortality, particularly when present with additional psychiatric disorders.  Neither generalized anxiety nor mixed anxiety-depression are associated with excess mortality. Generalized anxiety disorder may even predict less mortality in depressive elderly people.  Anxiety disorders, especially generalized anxiety disorder and phobias, are highly prevalent in older people. Anxiety symptoms and disorders are associated with increased mortality and disability in older people.",0.24932,"Anxiety disorders are prevalent and associated with an increase in morbidity and mortality, particularly when present with additional psychiatric disorders.  Neither generalized anxiety nor mixed anxiety-depression are associated with excess mortality. Generalized anxiety disorder may even predict less mortality in depressive elderly people.",0.27046
54d907c84b1fd0d33c000008,"Mepolizumab, a humanized monoclonal antibody that binds to and inactivates interleukin-5, has been shown to reduce asthma exacerbations in patients with severe eosinophilic asthma. Mepolizumab is a humanized monoclonal antibody that blocks binding of the key cytokine implicated specifically in eosinophil maturation and survival, interleukin-5, to its receptor. Mepolizumab is a humanized monoclonal antibody (mAb) with potent IL-5 neutralizing effects that represents a potential treatment for eosinophilic diseases.",0.49281,"Mepolizumab, a humanized monoclonal antibody that binds to and inactivates interleukin-5, has been shown to reduce asthma exacerbations in patients with severe eosinophilic asthma. Pharmacokinetics and pharmacodynamics of mepolizumab, an anti-interleukin-5 monoclonal antibody. Anti-interleukin-5 (mepolizumab) therapy for hypereosinophilic syndromes.",0.64975
550342a8f8aee20f27000002,"PURPOSE: Myoclonic astatic epilepsy (MAE, Doose syndrome) is a difficult to treat idiopathic generalized epilepsy of early childhood. The purpose of this article is to present a short review of the natural history of myoclonic astatic epilepsy (MAE; Doose syndrome) and the Lennox-Gastaut syndrome (LGS).  Video-EEG analysis of drop seizures in myoclonic astatic epilepsy of early childhood (Doose syndrome).",0.34322,"Myoclonic astatic epilepsy (Doose syndrome) - a lamotrigine responsive epilepsy? PURPOSE: Myoclonic astatic epilepsy (MAE, Doose syndrome) is a difficult to treat idiopathic generalized epilepsy of early childhood. Doose syndrome (myoclonic-astatic epilepsy): 40 years of progress.",0.4472
52b2ecd34003448f55000003,"Charcot-Marie-Tooth disease type 2D is a hereditary axonal and glycyl-tRNA synthetase (GARS)-associated neuropathy that is caused by a mutation in GARS.  Charcot-Marie-Tooth disease type 2D (CMT2D) is a dominantly inherited peripheral neuropathy caused by missense mutations in the glycyl-tRNA synthetase gene (GARS). Of the many inherited Charcot-Marie-Tooth peripheral neuropathies, type 2D (CMT2D) is caused by dominant point mutations in the gene GARS, encoding glycyl tRNA synthetase (GlyRS). ",0.34572,"Charcot-Marie-Tooth disease type 2D (CMT2D) is a dominantly inherited peripheral neuropathy caused by missense mutations in the glycyl-tRNA synthetase gene (GARS). We previously implicated mutations in the gene encoding glycyl-tRNA synthetase (GARS) as the cause of CMT2D and dSMA-V. Of the many inherited Charcot-Marie-Tooth peripheral neuropathies, type 2D (CMT2D) is caused by dominant point mutations in the gene GARS, encoding glycyl tRNA synthetase (GlyRS). ",0.3622
550313aae9bde6963400001f,"Long-term safety of treatment with recombinant human granulocyte colony-stimulating factor (r-metHuG-CSF) in patients with severe congenital neutropenias In phase I/II/III studies in patients with severe congenital and cyclic neutropenia, treatment with recombinant human granulocyte colony-stimulating factor (r-metHuG-CSF) resulted in a rise in the absolute neutrophil counts (ANC) and a reduction in infections Treatment of these patients with granulocyte colony-stimulating factor (G-CSF) leads to a significant increase in circulating neutrophils and a reduction in infection-related events in more than 95% of the patients",0.54642,"In phase I/II/III studies in patients with severe congenital and cyclic neutropenia, treatment with recombinant human granulocyte colony-stimulating factor (r-metHuG-CSF) resulted in a rise in the absolute neutrophil counts (ANC) and a reduction in infections A sustained ANC response was seen in 40/44 severe congenital neutropenia patients and 10/10 cyclic neutropenia patients In patients with chronic neutropenia, rhGM-CSF may increase neutrophil counts",0.67541
52eea509c8da89891000000d,"Diagnosis of RWS is established by prolongation of the QTc interval in the absence of specific conditions known to lengthen it (for example, QT-prolonging drugs) and/or molecular genetic testing of the genes known to be associated with RWS, of which KCNQ1 (locus name LQT1), KCNH2 (locus name LQT2) and SCN5A (locus name LQT3) are the most common. Other, less frequently involved genes are KCNE1 (locus name LQT5), KCNE2 (locus name LQT6), CAV3 (locus name LQT9), SCN4B (locus name LQT10), AKAP9 (locus name LQT11), SNTA1 (locus name LQT12) and KCNJ5 (locus name LQT13). Genetic studies have identified mutations in six ion channel genes, KCNQ1, KCNH2, SCN5A, KCNE1 and KCNE2 and the accessory protein Ankyrin-B gene, to be responsible for this disorder.  Five genes have been implicated in Romano-Ward syndrome, the autosomal dominant form of LQTS: KVLQT1, HERG, SCN5A, KCNE1, and KCNE2.",0.10229,"Type-1 long-QT syndrome (LQT1) is caused by mutations in the KCNQ1 gene. Genetic studies have identified mutations in six ion channel genes, KCNQ1, KCNH2, SCN5A, KCNE1 and KCNE2 and the accessory protein Ankyrin-B gene, to be responsible for this disorder.  Five genes have been implicated in Romano-Ward syndrome, the autosomal dominant form of LQTS: KVLQT1, HERG, SCN5A, KCNE1, and KCNE2.",0.12971
515df6f2298dcd4e5100002d,"Africans with dark skin have a reduced risk of getting all types of skin cancer as compared with Caucasians, but the ratio of their incidence rates of cutaneous malignant melanoma to that of squamous cell carcinoma is larger than the corresponding ratio for Caucasians. ( Pathological features of twenty-one cases of malignant melanoma studied in the University of Nigeria Teaching Hospital, Enugu during the period January, 1974 to December, 1975 are presented. Malignant melanoma accounted for 2.4% of all tumours and 4.5% of all malignant tumours, greatest age incidence being in the fifth to seventh decades. The incidence of malignant melanoma in Johannesburg Black was 1,2 per 100 000 and accounted for 2% of all cancers. The largest number of cases occurred in the 50- 70-year age group and there was a female preponderance. As in previous studies, the sites predominantly affected were the foot and the hand, mainly on the plantar and palmar surfaces.",0.6463,"Africans with dark skin have a reduced risk of getting all types of skin cancer as compared with Caucasians, but the ratio of their incidence rates of cutaneous malignant melanoma to that of squamous cell carcinoma is larger than the corresponding ratio for Caucasians. ( Scant data exists on melanoma in blacks from Africa The incidence of malignant melanoma in Johannesburg Black was 1,2 per 100 000 and accounted for 2% of all cancers. The largest number of cases occurred in the 50- 70-year age group and there was a female preponderance. As in previous studies, the sites predominantly affected were the foot and the hand, mainly on the plantar and palmar surfaces.",0.8014
551177626a8cde6b72000005,"Resveratrol downregulates PI3K/Akt/mTOR signaling pathways in human U251 glioma cells Resveratrol downregulates PI3K/Akt/mTOR signaling pathways in human U251 glioma cells. It has been found that resveratrol targets multiple components of the phosphatidylinositol 3- kinase(PI3K)/Akt and mTOR signaling pathways, including PI3K, Akt, PTEN, and DEPTOR, suggesting that this natural compound and its derivatives may offer a promising new cancer treatment. ",0.52022,"Resveratrol inhibits mTOR signaling by targeting DEPTOR Resveratrol downregulates PI3K/Akt/mTOR signaling pathways in human U251 glioma cells. It has been found that resveratrol targets multiple components of the phosphatidylinositol 3- kinase(PI3K)/Akt and mTOR signaling pathways, including PI3K, Akt, PTEN, and DEPTOR, suggesting that this natural compound and its derivatives may offer a promising new cancer treatment. ",0.56226
551ae6c564b14b4618000001,"There is a predominance of blood group O in malaria-endemic regions, and several lines of evidence suggest that ABO blood groups may influence the outcome of P. falciparum infection We hypothesized that blood group O may confer resistance to severe falciparum malaria through the mechanism of reduced rosetting. It appears that individuals who are of blood-group O are relatively resistant to the severe disease caused by P. falciparum infection.",0.44107,"Blood group phenotypes A and B are risk factors for cerebral malaria in Odisha, India. Blood group O protects against severe Plasmodium falciparum malaria through the mechanism of reduced rosetting. It appears that individuals who are of blood-group O are relatively resistant to the severe disease caused by P. falciparum infection.",0.5631
56bdc79bef6e394741000001,"The management of cornea blindness from severe corneal scarring, with the Athens Protocol (transepithelial topography-guided PRK therapeutic remodeling, combined with same-day, collagen cross-linking).  To evaluate the safety and efficacy of combined transepithelial topography-guided photorefractive keratectomy (PRK) therapeutic remodeling, combined with same-day, collagen cross-linking (CXL). This protocol was used for the management of cornea blindness due to severe corneal scarring. Management of corneal ectasia after LASIK with combined, same-day, topography-guided partial transepithelial PRK and collagen cross-linking: the athens protocol.",0.42169,"Keratoconus management: long-term stability of topography-guided normalization combined with high-fluence CXL stabilization (the Athens Protocol). The management of cornea blindness from severe corneal scarring, with the Athens Protocol (transepithelial topography-guided PRK therapeutic remodeling, combined with same-day, collagen cross-linking).  To evaluate the safety and efficacy of combined transepithelial topography-guided photorefractive keratectomy (PRK) therapeutic remodeling, combined with same-day, collagen cross-linking (CXL). This protocol was used for the management of cornea blindness due to severe corneal scarring.",0.4375
516c0dc6298dcd4e5100006c,"Molecular analyses suggested that altered AMP kinase phosphorylation status and low insulin levels mediate the salutary effects of metformin. AMP-activated protein kinase (AMPK) is a key sensor of cellular energy. The activation of AMPK by metformin prevents cardiac remodeling after myocardial infarction (MI). These results suggest that AMPK activation by metformin and the subsequent suppression of TLRs activity could be considered as a target in protecting the infarcted heart, which may indicate a link between AMPK and TLRs.",0.45271,These data suggest that adiponectin protects the heart from ischemia-reperfusion injury through both AMPK- and COX-2-dependent mechanisms. Molecular analyses suggested that altered AMP kinase phosphorylation status and low insulin levels mediate the salutary effects of metformin. AMP-activated protein kinase (AMPK) is a key sensor of cellular energy. The activation of AMPK by metformin prevents cardiac remodeling after myocardial infarction (MI).,0.53386
52fc94ae2059c6d71c000073,"Solanezumab, a humanized anti-Aβ monoclonal antibody directed against the midregion of the Aβ peptide, was shown to neutralize soluble Aβ species.  Solanezumab is a humanized anti-amyloid β monoclonal antibody being developed as a passive immunization treatment to slow the progression of Alzheimer disease (AD).  This situation was encountered in the development of LY2062430, a therapeutic mid-domain monoclonal anti-amyloid beta peptide (Aβ) antibody undergoing clinical trials for the treatment of Alzheimer's disease. ",0.32906,"solanezumab, targeting monomeric Aβ solanezumab, an anti-β-amyloid (Aβ) antibody Solanezumab, a humanized anti-Aβ monoclonal antibody directed against the midregion of the Aβ peptide, was shown to neutralize soluble Aβ species. ",0.48097
515da6e2298dcd4e51000010,Ketamine and lidocaine can be safely infused together with concomitant opioids for the treatment of refractory neuropathic pain caused by cancer. Patient-controlled analgesia with morphine as continuous subcutaneous or intravenous infusions and the possibility of a bolus injection is suited for children aged 6 years. Pregabalin is one of the first drugs registered for the treatment of neuropathic pain. It is also indicated as adjuvant therapy in the treatment of epilepsy and for generalized anxiety disorder. Pregabalin is a GABA analogue,0.05454,"For difficult to treat neuropathic pain from cancer, adjuvant analgesics are often used with opioids In neuropathic pain or phantom pain coanalgetics should be used to effectively treat pain in young patients. Pregabalin is one of the first drugs registered for the treatment of neuropathic pain. It is also indicated as adjuvant therapy in the treatment of epilepsy and for generalized anxiety disorder. Pregabalin is a GABA analogue",0.06008
54fc3cf410565e080c000001,"Isolated perfusion of the heart with a Ca2+-free perfusate followed by a Ca2+-containing perfusate causes dramatic alterations in the physiology and biochemistry of the tissue, a phenomenon known as the calcium paradox. A similar paradoxical effect of Ca2+ has also been reported to occur in the kidney When isolated rat hearts are perfused with Ca2+-containing medium, after a brief Ca2+-free period, irreversible cell damage occurs (calcium paradox). This phenomenon is concomitant with a rapid consumption of myocardial high-energy phosphate stores, prior to the appearance of these compounds in the effluent perfusion medium.  Isolated perfusion of the heart with a Ca2+-free perfusate followed by a Ca2+-containing perfusate causes dramatic alterations in the physiology and biochemistry of the tissue, a phenomenon known as the calcium paradox",0.55837,"When hearts were reperfused with Ca++ after a short period of Ca++-free perfusion, irreversible loss of electrical and mechanical activity was observed. This phenomenon, first described by Zimmerman and Hulsmann, was termed the ""calcium paradox"". Chizzonite and Zak recently reported that rat hearts exhibited an age-dependent response in a calcium paradox model.  Isolated perfusion of the heart with a Ca2+-free perfusate followed by a Ca2+-containing perfusate causes dramatic alterations in the physiology and biochemistry of the tissue, a phenomenon known as the calcium paradox. A similar paradoxical effect of Ca2+ has also been reported to occur in the kidney When isolated rat hearts are perfused with Ca2+-containing medium, after a brief Ca2+-free period, irreversible cell damage occurs (calcium paradox). This phenomenon is concomitant with a rapid consumption of myocardial high-energy phosphate stores, prior to the appearance of these compounds in the effluent perfusion medium. ",0.65422
532aad53d6d3ac6a34000010," flavivirus NS5 harbors a methyltransferase (MTase) in its N-terminal ≈ 265 residues and an RNA-dependent RNA polymerase (RdRP) within the C-terminal part. One of the major interests and challenges in NS5 is to understand the interplay between RdRP and MTase as a unique natural fusion protein in viral genome replication and cap formation. Here, we report the first crystal structure of the full-length flavivirus NS5 from Japanese encephalitis virus.  (DENV) nonstructural protein 5 (NS5) is composed of two globular domains separated by a 10-residue linker. The N-terminal domain participates in the synthesis of a mRNA cap 1 structure ((7Me)GpppA(2'OMe)) at the 5' end of the viral genome and possesses guanylyltransferase, guanine-N7-methyltransferase, and nucleoside-2'O-methyltransferase activities. The C-terminal domain is an RNA-dependent RNA polymerase responsible for viral RNA synthesis. Although crystal structures of the two isolated domains have been obtained, there are no structural data for full-length NS5. It is also unclear whether the two NS5 domains interact with each other to form a stable structure in which the relative orientation of the two domains is fixed. To investigate the structure and dynamics of DENV type 3 NS5 in solution, we conducted small-angle X-ray scattering experiments with the full-length protein. NS5 was found to be monomeric and well-folded under the conditions tested. West Nile virus (WNV) NS5 protein contains a methyltransferase (MTase) domain involved in RNA capping and an RNA-dependent RNA polymerase (RdRp) domain essential for virus replication. Crystal structures of individual WNV MTase and RdRp domains have been solved; however, the structure of full-length NS5 has not been determined. To gain more insight into the structure of NS5 and interactions between the MTase and RdRp domains, we generated a panel of seven monoclonal antibodies (mAbs) to the NS5 protein of WNV (Kunjin strain) and mapped their binding sites using a series of truncated NS5 proteins and synthetic peptides. Binding sites of four mAbs (5D4, 4B6, 5C11 and 6A10) were mapped to residues 354-389 in the fingers subdomain of the RdRp. This is consistent with the ability of these mAbs to inhibit RdRp activity in vitro and suggests that this region represents a potential target for RdRp inhibitors. Using a series of synthetic peptides, we also identified a linear epitope (bound by mAb 5H1) that mapped to a 13 aa stretch surrounding residues 47 and 49 in the MTase domain, a region predicted to interact with the palm subdomain of the RdRp. The failure of one mAb (7G6) to bind both N- and C-terminally truncated NS5 recombinants indicates that the antibody recognizes a conformational epitope that requires the presence of residues in both the MTase and RdRp domains. ",0.0325," flavivirus NS5 harbors a methyltransferase (MTase) in its N-terminal ≈ 265 residues and an RNA-dependent RNA polymerase (RdRP) within the C-terminal part. One of the major interests and challenges in NS5 is to understand the interplay between RdRP and MTase as a unique natural fusion protein in viral genome replication and cap formation. Here, we report the first crystal structure of the full-length flavivirus NS5 from Japanese encephalitis virus.  (DENV) nonstructural protein 5 (NS5) is composed of two globular domains separated by a 10-residue linker. The N-terminal domain participates in the synthesis of a mRNA cap 1 structure ((7Me)GpppA(2'OMe)) at the 5' end of the viral genome and possesses guanylyltransferase, guanine-N7-methyltransferase, and nucleoside-2'O-methyltransferase activities. The C-terminal domain is an RNA-dependent RNA polymerase responsible for viral RNA synthesis. Although crystal structures of the two isolated domains have been obtained, there are no structural data for full-length NS5. It is also unclear whether the two NS5 domains interact with each other to form a stable structure in which the relative orientation of the two domains is fixed. To investigate the structure and dynamics of DENV type 3 NS5 in solution, we conducted small-angle X-ray scattering experiments with the full-length protein. NS5 was found to be monomeric and well-folded under the conditions tested. West Nile virus (WNV) NS5 protein contains a methyltransferase (MTase) domain involved in RNA capping and an RNA-dependent RNA polymerase (RdRp) domain essential for virus replication. Crystal structures of individual WNV MTase and RdRp domains have been solved; however, the structure of full-length NS5 has not been determined. To gain more insight into the structure of NS5 and interactions between the MTase and RdRp domains, we generated a panel of seven monoclonal antibodies (mAbs) to the NS5 protein of WNV (Kunjin strain) and mapped their binding sites using a series of truncated NS5 proteins and synthetic peptides. Binding sites of four mAbs (5D4, 4B6, 5C11 and 6A10) were mapped to residues 354-389 in the fingers subdomain of the RdRp. This is consistent with the ability of these mAbs to inhibit RdRp activity in vitro and suggests that this region represents a potential target for RdRp inhibitors. Using a series of synthetic peptides, we also identified a linear epitope (bound by mAb 5H1) that mapped to a 13 aa stretch surrounding residues 47 and 49 in the MTase domain, a region predicted to interact with the palm subdomain of the RdRp. The failure of one mAb (7G6) to bind both N- and C-terminally truncated NS5 recombinants indicates that the antibody recognizes a conformational epitope that requires the presence of residues in both the MTase and RdRp domains. ",0.0325
56cafb1b5795f9a73e00002f,Mammalian Hsp70 and Hsp110 proteins bind to RNA motifs involved in mRNA stability certain heat shock proteins may act as RNA-binding entities in vivo to guide the appropriate folding of RNA substrates for subsequent regulatory processes such as mRNA degradation and/or translation Mammalian Hsp70 and Hsp110 proteins bind to RNA motifs involved in mRNA stability.,0.61157,Mammalian Hsp70 and Hsp110 proteins bind to RNA motifs involved in mRNA stability Hsp/Hsc70 and Hsp110 proteins preferentially bound AU-rich RNA in vitro certain heat shock proteins may act as RNA-binding entities in vivo to guide the appropriate folding of RNA substrates for subsequent regulatory processes such as mRNA degradation and/or translation,0.61925
533175add6d3ac6a3400003c,"The Prudent dietary pattern was characterised by high intakes of vegetables, fruits, whole grain products and low intakes of refined grain products and the Western dietary pattern, by high intakes of refined grain products, desserts, sweets and processed meats. aerobic exercise combined with diet recommendations (saturated/trans fat intake less than 10% of total calories and cholesterol less than 300 mg/day and/or fiber intake ≥ 25 g/day in women and ≥ 35 grams per day in men  The prudent pattern was characterized by higher intakes of fruits, vegetables, legumes, fish, poultry, and whole grains, while the Western pattern was characterized by higher intakes of red and processed meats, sweets and desserts, french fries, and refined grains.",0.57443,"The Prudent dietary pattern was characterised by high intakes of vegetables, fruits, whole grain products and low intakes of refined grain products and the Western dietary pattern, by high intakes of refined grain products, desserts, sweets and processed meats. aerobic exercise combined with diet recommendations (saturated/trans fat intake less than 10% of total calories and cholesterol less than 300 mg/day and/or fiber intake ≥ 25 g/day in women and ≥ 35 grams per day in men  a prudent pattern (high in fish, peas, honey, nuts, juice, dry fruits, vegetable oil, liver and organic meat, and coconuts and low in hydrogenated fat and non-leafy vegetables)",0.59312
